Id,Label,modularity_class
Aria Bima,Aria Bima,8
andiebs?,andiebs?,7
guru SMK,guru SMK,8
GVM,GVM,8
Greenpeace Indonesia,Greenpeace Indonesia,8
Kemhan_RI,Kemhan_RI,4
Laksmi,Laksmi,7
KompasData,KompasData,12
Kompas Data,Kompas Data,7
Kompas Muda,Kompas Muda,12
KompasTV,KompasTV,7
1 Juta Kentongan Perubahan,1 Juta Kentongan Perubahan,7
ListyoSigitP,ListyoSigitP,4
Abdu_rahman,Abdu_rahman,4
MIrvanDarwin1,MIrvanDarwin1,4
️️️️ ️️️️️️️️,️️️️ ️️️️️️️️,4
MariaAlcaff,MariaAlcaff,11
M.elbanan,M.elbanan,11
TEH TJEMPLUNG,TEH TJEMPLUNG,11
Mdy_Asmara1701,Mdy_Asmara1701,11
ProjectGenX,ProjectGenX,11
Metro_TV,Metro_TV,6
Maudy Asmara,Maudy Asmara,6
MorphoMenelausX,MorphoMenelausX,4
Yuki Prisma Anastasya ?,Yuki Prisma Anastasya ?,4
Neo Historia Indonesia,Neo Historia Indonesia,4
NasDem,NasDem,8
Niko Efriza Marplin,Niko Efriza Marplin,8
Reza ZT,Reza ZT,8
PDI_Perjuangan,PDI_Perjuangan,13
Dini PoedjiHardianti ??,Dini PoedjiHardianti ??,13
narkosun,narkosun,12
A Muhaimin Iskandar,A Muhaimin Iskandar,13
inilahcom,inilahcom,13
???? ??????™,???? ??????™,13
Nella G Tobing,Nella G Tobing,13
"DMS 102,7 FM Ambon","DMS 102,7 FM Ambon",13
mas NO pasukan penguin,mas NO pasukan penguin,13
PDemokrat,PDemokrat,7
Agus Harimurti Yudhoyono (AHY),Agus Harimurti Yudhoyono (AHY),7
Rulie Maulana,Rulie Maulana,8
PKSejahtera,PKSejahtera,6
Gus Choy Markochoy ??,Gus Choy Markochoy ??,6
Eva Sri Diana Chaniago,Eva Sri Diana Chaniago,6
PTPAL_INDONESIA,PTPAL_INDONESIA,4
Pak_JK,Pak_JK,9
Billyariez,Billyariez,9
Teddy Gusnaidi,Teddy Gusnaidi,9
Paltiwest,Paltiwest,12
Denny Siregar,Denny Siregar,12
peter hari,peter hari,12
PartaiSocmed,PartaiSocmed,4
"#Uyok","#Uyok",4
aribowo santosa,aribowo santosa,4
Poltek_UnhanRI,Poltek_UnhanRI,4
Prabowo,Prabowo,7
hariqo satria,hariqo satria,7
Miss Tweet |,Miss Tweet |,7
DPP PAN,DPP PAN,7
Seputar AHY,Seputar AHY,7
Erick Thohir,Erick Thohir,7
Prasthama_,Prasthama_,3
Rendi Muhammad,Rendi Muhammad,3
Puspen_TNI,Puspen_TNI,4
Dumdum,Dumdum,4
Jhon Sitorus,Jhon Sitorus,4
SBYudhoyono,SBYudhoyono,7
SumitroYoel,SumitroYoel,11
yu sing,yu sing,11
Lorong Waktu,Lorong Waktu,11
King Purwa,King Purwa,11
b i l i ?,b i l i ?,7
Joel Picard,Joel Picard,11
TwitterID,TwitterID,5
Mahfud MD,Mahfud MD,5
kopigama (Komunikasi Pencinta Ganjar Mahfud),kopigama (Komunikasi Pencinta Ganjar Mahfud),5
UbahBareng,UbahBareng,11
Iman Sjafei ?,Iman Sjafei ?,11
VOICE OF PKB,VOICE OF PKB,11
Unhan_RI,Unhan_RI,4
YLBHI,YLBHI,8
Andreas Harsono,Andreas Harsono,8
KBR,KBR,8
YouTube,YouTube,11
Nur Hidayat Sardini,Nur Hidayat Sardini,11
Nurdin Hasan,Nurdin Hasan,11
TribunBanten.com,TribunBanten.com,11
YouTubeTranslat,YouTubeTranslat,11
Jimly Asshiddiqie,Jimly Asshiddiqie,11
Imam Shamsi Ali,Imam Shamsi Ali,11
Patra M Zen,Patra M Zen,11
Yurissa_Samosir,Yurissa_Samosir,0
_TNIAL_,_TNIAL_,4
_TNIAU,_TNIAU,4
aagym,aagym,13
DPP PKB,DPP PKB,13
abdelachrian,abdelachrian,11
Anies Rasyid Baswedan,Anies Rasyid Baswedan,11
Bilal I E Riselio,Bilal I E Riselio,11
adityawilly,adityawilly,6
Partai NasDem,Partai NasDem,6
alaihomgambreng,alaihomgambreng,11
aniesbaswe,aniesbaswe,8
frans simo,frans simo,8
aniesbaswedan,aniesbaswedan,6
EGI HAW,EGI HAW,6
nephilaXmus,nephilaXmus,8
Irvi Aini 林筱琳,Irvi Aini 林筱琳,12
Elisa,Elisa,6
DPP PKS,DPP PKS,6
Roy Murtadho,Roy Murtadho,6
Shinta Effendi,Shinta Effendi,6
People Power,People Power,7
Chairol Yoi,Chairol Yoi,6
Nanti Kita Sambat Tentang Hari Ini,Nanti Kita Sambat Tentang Hari Ini,6
"#99","#99",11
itbyhld,itbyhld,6
Txt dari Kuliner ??,Txt dari Kuliner ??,6
Agung prihatna,Agung prihatna,6
Dosen Kesayanganmu,Dosen Kesayanganmu,12
???? ????? ?✨,???? ????? ?✨,12
Akbar Faizal,Akbar Faizal,6
ajengcute16,ajengcute16,6
Warih Aji Pamungkas,Warih Aji Pamungkas,7
Fandika Okdiba,Fandika Okdiba,7
Ahmad Syaikhu,Ahmad Syaikhu,6
Erasmus Napitupulu,Erasmus Napitupulu,7
Ida ??,Ida ??,6
Alanda Kariza,Alanda Kariza,6
Rendra Prasetya,Rendra Prasetya,11
Monica,Monica,12
AKBAR RIFKY,AKBAR RIFKY,6
Iqbal Farabi ??,Iqbal Farabi ??,12
Muhammad Amrullah,Muhammad Amrullah,6
MHD,MHD,6
Budi Kurniawan,Budi Kurniawan,6
LANGKAH ANIES Serius Tenang Tuntas,LANGKAH ANIES Serius Tenang Tuntas,6
Allan Nairn,Allan Nairn,7
medcom_id,medcom_id,12
Pendukung Anies,Pendukung Anies,6
SiPeNutur,SiPeNutur,6
suaradotcom,suaradotcom,12
Cecep Kholiludin,Cecep Kholiludin,6
Marlina ▪︎ mawar ?,Marlina ▪︎ mawar ?,6
"#AMINajadulu","#AMINajadulu",6
Mc Magel,Mc Magel,6
REZIM TAMAK PASTI JATUH,REZIM TAMAK PASTI JATUH,6
??Pocut Sarina Kawom? ?,??Pocut Sarina Kawom? ?,6
Stevaniehuangg,Stevaniehuangg,6
Zzzeen,Zzzeen,6
? ??? | ?? ????? ???????,? ??? | ?? ????? ???????,6
akhmad sahal,akhmad sahal,11
Sigit D. Wisnu,Sigit D. Wisnu,6
Official NusantaraTv,Official NusantaraTv,6
Fortis Est Veritas,Fortis Est Veritas,11
Ahmad Rizky M. Umar,Ahmad Rizky M. Umar,6
Coach Axdwin?Indonesia ??,Coach Axdwin?Indonesia ??,6
Katadata.co.id,Katadata.co.id,12
Charles Meikyansah,Charles Meikyansah,6
Abdurrahim Arsyad,Abdurrahim Arsyad,6
Angga PF,Angga PF,6
Salim A. Fillah,Salim A. Fillah,6
Fraksi PKS DPR RI,Fraksi PKS DPR RI,6
Indonesia Lawyers Club,Indonesia Lawyers Club,7
Muhammad Said Didu,Muhammad Said Didu,12
pandawalima,pandawalima,6
DPC PKB JAKARTA SELATAN,DPC PKB JAKARTA SELATAN,6
Lambe Waras,Lambe Waras,6
MasBRO ?🫶,MasBRO ?🫶,6
Zainul Munasichin,Zainul Munasichin,6
Bagus Muljadi,Bagus Muljadi,6
Usamah Abdul Aziz,Usamah Abdul Aziz,6
"Angger Putranto, And","Angger Putranto, And",12
Jibran Najib Sajid,Jibran Najib Sajid,6
Dede Budhyarto,Dede Budhyarto,12
Feri Susanto,Feri Susanto,6
HAJILOS,HAJILOS,6
Andri Munajat,Andri Munajat,12
Erdi Pratama,Erdi Pratama,6
Fahmi ???,Fahmi ???,6
Ali Lubis,Ali Lubis,6
Call Me : Bur ?,Call Me : Bur ?,12
Hasbil Mustaqim Lubis,Hasbil Mustaqim Lubis,6
Cut Fadilah,Cut Fadilah,6
Sutami Bakri,Sutami Bakri,6
Rangga,Rangga,6
Anas Ismail,Anas Ismail,8
Indra J Piliang ?️??,Indra J Piliang ?️??,6
Fauzan Al-Rasyid,Fauzan Al-Rasyid,12
Mazzini,Mazzini,4
UpD,UpD,6
Sir Gun,Sir Gun,6
OLVAH ALHAMID - CALON MENTERI ?? AAMIIN3X,OLVAH ALHAMID - CALON MENTERI ?? AAMIIN3X,6
Difabilitas/NoPecundang.,Difabilitas/NoPecundang.,6
Ubah Bareng,Ubah Bareng,6
kumparan,kumparan,0
tempo.co,tempo.co,6
Dokter Tifa,Dokter Tifa,6
DPN BALAD AMIN,DPN BALAD AMIN,6
¥@N'$,¥@N'$,6
Yoel K. Sumitro ?,Yoel K. Sumitro ?,6
BP™,BP™,11
Lalu Suryade,Lalu Suryade,6
Ronnie H. Rusli. MS. PhD.,Ronnie H. Rusli. MS. PhD.,6
Papa Loren,Papa Loren,6
Rachman Adja ?,Rachman Adja ?,6
kang herry z,kang herry z,6
f.,f.,6
iidideal,iidideal,6
?? Yanti ??,?? Yanti ??,12
Sergiyuuu,Sergiyuuu,6
Pak D,Pak D,6
Tukang Sayur,Tukang Sayur,6
Dharul Fitrah,Dharul Fitrah,6
Ratna Juwita Sari,Ratna Juwita Sari,6
Pemburu Kecil,Pemburu Kecil,6
MasBRO,MasBRO,6
Dyna Trian Dewi,Dyna Trian Dewi,6
Abdilla,Abdilla,6
Muhammad Assaewad,Muhammad Assaewad,9
Bang Andi | Abul Muzaffar,Bang Andi | Abul Muzaffar,6
Guinevere,Guinevere,6
DEWO LUCKY ||,DEWO LUCKY ||,6
?️bah ?️ℹ️aⓂ️an,?️bah ?️ℹ️aⓂ️an,6
Risky parmana Putra,Risky parmana Putra,6
Jarnas Beraksi,Jarnas Beraksi,6
"Dr Sugih Haryati, SH, M.Kn","Dr Sugih Haryati, SH, M.Kn",6
F_Fathur (journalist) F3Stragic ?? ??,F_Fathur (journalist) F3Stragic ?? ??,6
iw,iw,6
Hanum Salsabiela Rais,Hanum Salsabiela Rais,7
Imre Nagi #AsalBukanPrabowo,Imre Nagi #AsalBukanPrabowo,12
nok!,nok!,6
Fulto27☕,Fulto27☕,6
ET Hadi Saputra,ET Hadi Saputra,12
Gerilyawan Kota,Gerilyawan Kota,6
pradipta rex | Love #JKT4812Generation,pradipta rex | Love #JKT4812Generation,6
coba coba budi,coba coba budi,6
DwiOktariyadi,DwiOktariyadi,6
opooposihsi007,opooposihsi007,6
Dul Kroak ,Dul Kroak ,6
Anies Mania,Anies Mania,4
Bayo Suti,Bayo Suti,6
The Panturas,The Panturas,12
Taufik Akang,Taufik Akang,6
Gita,Gita,6
Grady Nagara,Grady Nagara,6
Indra Charismiadji,Indra Charismiadji,6
Garda Pemuda NasDem,Garda Pemuda NasDem,6
Ivoox Indonesia,Ivoox Indonesia,6
Imre Nagi,Imre Nagi,6
Färīz Alniézār,Färīz Alniézār,6
relawanamin2024,relawanamin2024,13
Master of Puppets????,Master of Puppets????,6
AREA JULID,AREA JULID,7
Mister Bayam,Mister Bayam,6
Dedy Nur,Dedy Nur,12
La Arpan,La Arpan,6
',',6
Republika.co.id,Republika.co.id,6
yshmne??,yshmne??,6
Ferry Koto,Ferry Koto,6
LilisMbokEwett,LilisMbokEwett,6
aniesbaswedanTr,aniesbaswedanTr,6
:),:),6
Katak Pembina 走れ包,Katak Pembina 走れ包,6
ArahSalahBaru ?️,ArahSalahBaru ?️,6
aniesbubble,aniesbubble,6
Kompas.com,Kompas.com,13
nTo,nTo,6
aniesmania,aniesmania,4
bahlillahadalia,bahlillahadalia,8
MuslikhM,MuslikhM,8
basuki_btp,basuki_btp,8
Yunantyo Yas,Yunantyo Yas,8
Fersau D. caltin,Fersau D. caltin,8
Blontank Poër ™,Blontank Poër ™,8
Ary Prasetyo,Ary Prasetyo,8
bawaslu_RI,bawaslu_RI,8
kopididid,kopididid,8
banyuwangi.viva.co.id,banyuwangi.viva.co.id,8
MUSTOFA NAHRA,MUSTOFA NAHRA,8
?????????????™,?????????????™,8
bengkeldodo,bengkeldodo,7
??,??,7
Jihadi Jaksel ??,Jihadi Jaksel ??,7
Nana,Nana,7
berlianidris,berlianidris,11
budimandjatmiko,budimandjatmiko,8
Septian Raharjo,Septian Raharjo,8
cakimiNOW,cakimiNOW,6
DPC PKB JEMBER,DPC PKB JEMBER,6
barbut,barbut,6
Idham Arsyad,Idham Arsyad,6
DANIEL JOHAN,DANIEL JOHAN,6
ANTI DINASTI,ANTI DINASTI,6
jenana,jenana,6
??????? | Free Palestine ??,??????? | Free Palestine ??,6
Reggy,Reggy,11
Dimas Fadhil Fikri,Dimas Fadhil Fikri,6
andreas marbun,andreas marbun,6
Ayang Utriza Yakin,Ayang Utriza Yakin,6
Zen RS,Zen RS,7
Fajar Nugros,Fajar Nugros,6
ABDUL HALIM ISKANDAR,ABDUL HALIM ISKANDAR,6
gus cak imiw,gus cak imiw,6
Sutan Mangara Harahap,Sutan Mangara Harahap,6
Mahmud Syaltout,Mahmud Syaltout,6
Rakhmat Gunawan,Rakhmat Gunawan,6
Luluk Hamidah,Luluk Hamidah,6
DPW PKB JAWA TIMUR,DPW PKB JAWA TIMUR,6
janetez???,janetez???,6
Adam Susanoo,Adam Susanoo,6
bee,bee,6
Zakki,Zakki,6
•ᴗ•,•ᴗ•,6
Rumail Abbas,Rumail Abbas,12
لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,6
JST,JST,6
TriyanTyan ❼,TriyanTyan ❼,6
Baskara Putra / Hindia,Baskara Putra / Hindia,6
LibraLuv❤️,LibraLuv❤️,6
Farida Farichah,Farida Farichah,6
Bumi Nusantara,Bumi Nusantara,6
DinamitBMW,DinamitBMW,6
Reswara Syailendra,Reswara Syailendra,6
ARIE KRITING,ARIE KRITING,6
? ⱼᵤₛₜᵢₖₐ?,? ⱼᵤₛₜᵢₖₐ?,6
"#Radesa","#Radesa",6
Pujo Jati,Pujo Jati,6
Lilimon,Lilimon,6
sidiq ???,sidiq ???,11
Januar the sinner ??,Januar the sinner ??,12
Ramin (R - AMIN),Ramin (R - AMIN),6
Fraksi PKB DPR RI,Fraksi PKB DPR RI,6
PresidenBekas,PresidenBekas,6
222 Mountains For Palestine,222 Mountains For Palestine,6
Dyah,Dyah,6
Iis Kuraesin,Iis Kuraesin,6
po_afo,po_afo,6
The Killing Joke ?,The Killing Joke ?,6
AMIN NOMOR 1,AMIN NOMOR 1,6
HANSMA'RUF,HANSMA'RUF,6
Yon 06,Yon 06,6
Sendhal Jepit,Sendhal Jepit,6
m waliyul hakim,m waliyul hakim,6
"#NTB_INDONESIA❤??????","#NTB_INDONESIA❤??????",6
Mas Alfin Chusnul,Mas Alfin Chusnul,6
Monata,Monata,6
Teguh_Sejati,Teguh_Sejati,6
@MangElonBageur,@MangElonBageur,6
Maghfuri Ridlwan,Maghfuri Ridlwan,6
zidane ????,zidane ????,6
tong_sologoto™,tong_sologoto™,6
????? ??????? ????????,????? ??????? ????????,6
Salman Al Farizi,Salman Al Farizi,6
Christopher Jaya Wiguna,Christopher Jaya Wiguna,6
Sukma ????,Sukma ????,6
Kopi_robusta,Kopi_robusta,6
Farid,Farid,6
Taufik Nurrohim,Taufik Nurrohim,6
Ricky Habibulloh,Ricky Habibulloh,13
Arina Yasmine,Arina Yasmine,6
??????? ?? Free Palestine,??????? ?? Free Palestine,6
Bosman Batubara,Bosman Batubara,6
tatak ujiyati,tatak ujiyati,6
Olivia Nieke Yuliane,Olivia Nieke Yuliane,6
juanjune1998,juanjune1998,6
Ricky Garing,Ricky Garing,6
Yasir Muhammad,Yasir Muhammad,6
friezchka,friezchka,6
FIGHTER FOR LIFE,FIGHTER FOR LIFE,6
Agus AS,Agus AS,6
Putra Erlangga??,Putra Erlangga??,6
Romitsu Top,Romitsu Top,6
ngehe,ngehe,12
maga laksana,maga laksana,6
SyabillalNovian ☕,SyabillalNovian ☕,6
berharap perubahan,berharap perubahan,0
AyatuArmad,AyatuArmad,6
maulana,maulana,6
°•°•°•°•°•°•°,°•°•°•°•°•°•°,6
Satu Sobat Yang Setia,Satu Sobat Yang Setia,6
agungtri,agungtri,6
arie putra,arie putra,6
TIRTA,TIRTA,0
Institute for Essential Services Reform,Institute for Essential Services Reform,7
Trend Asia,Trend Asia,12
Yepry Rinaldi ~ Banten,Yepry Rinaldi ~ Banten,6
Riefat Dhaniswara,Riefat Dhaniswara,6
Anggara Natura,Anggara Natura,6
Agus,Agus,6
Aslam,Aslam,6
Backpacker Indonesia,Backpacker Indonesia,6
Sukitman Sudjatmiko,Sukitman Sudjatmiko,13
Nurse ?,Nurse ?,6
cakimiNOWTran,cakimiNOWTran,6
cakimiNOWTransl,cakimiNOWTransl,6
abahe naila,abahe naila,6
cakiminow,cakiminow,13
dahlan_muhidin,dahlan_muhidin,7
defend_id,defend_id,4
ekowboy2,ekowboy2,0
elisa_jkt,elisa_jkt,11
erickthohir,erickthohir,4
Korban Ceklist Satu,Korban Ceklist Satu,4
Republik Cyber Projo ??,Republik Cyber Projo ??,4
ernestprakasa,ernestprakasa,13
fatihandika,fatihandika,11
ganjar_pranowo,ganjar_pranowo,12
Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,12
ganjarpranow,ganjarpranow,12
Arsjad Rasjid,Arsjad Rasjid,12
ganjarpranowo,ganjarpranowo,12
SINDOnews,SINDOnews,12
Okezone,Okezone,12
iNews,iNews,12
SeputariNewsRCTI,SeputariNewsRCTI,12
Ganjar-Mahfud Menang,Ganjar-Mahfud Menang,12
Salsa manise,Salsa manise,12
Cyril Raoul Hakim,Cyril Raoul Hakim,12
Bang Acan,Bang Acan,12
GUSTAVO BERRIO HERRE,GUSTAVO BERRIO HERRE,12
TRENDING ISSUE,TRENDING ISSUE,12
De Houtman,De Houtman,12
Ganjar-Mahfud App,Ganjar-Mahfud App,12
BOSS GANJAR OFFICIAL,BOSS GANJAR OFFICIAL,12
arryanea,arryanea,12
DPP PPP,DPP PPP,12
AP | Ganyu Main ❄️?✨,AP | Ganyu Main ❄️?✨,12
iNews.id,iNews.id,12
SERUAN H7,SERUAN H7,12
E I L I T H I A,E I L I T H I A,12
????? ???? ??,????? ???? ??,12
Pakar INTELek,Pakar INTELek,12
Sidhant Singh Rajput,Sidhant Singh Rajput,12
Kr1sN4 Ad1,Kr1sN4 Ad1,12
Jeni_Ly again,Jeni_Ly again,12
आर्य,आर्य,12
Marhaenis Muhammadiyah,Marhaenis Muhammadiyah,9
sumantri suwarno,sumantri suwarno,12
d o c t o r f a b r e ??,d o c t o r f a b r e ??,12
RCTI+,RCTI+,12
Ken Hans ??,Ken Hans ??,12
Jax,Jax,12
TPN Ganjar Mahfud,TPN Ganjar Mahfud,12
Abigail,Abigail,12
Adjis,Adjis,12
b3'doel,b3'doel,12
Sam Setiawan,Sam Setiawan,12
zhil,zhil,12
Bulan,Bulan,8
???F꙯A꙯???,???F꙯A꙯???,7
Den maséh ngopi ?,Den maséh ngopi ?,12
elang chatulistiwa,elang chatulistiwa,12
❤️ Negeriku ??,❤️ Negeriku ??,12
Santorini☀️♌?,Santorini☀️♌?,12
Tn Muda,Tn Muda,12
Selalu ceria ?,Selalu ceria ?,12
Partai Demokrat Wonogiri,Partai Demokrat Wonogiri,12
Lintas iNews MNCTV,Lintas iNews MNCTV,12
? ????????? ? ? ?,? ????????? ? ? ?,12
Aŕries Reborn,Aŕries Reborn,12
Fuad L,Fuad L,12
Kopi(π) Sutra,Kopi(π) Sutra,12
Tondi,Tondi,12
Rumah Aspirasi Ganjar Mahfud,Rumah Aspirasi Ganjar Mahfud,12
joncy Jonacta,joncy Jonacta,12
Komisi Wasit,Komisi Wasit,12
PDI Perjuangan,PDI Perjuangan,12
Faza Meonk,Faza Meonk,12
Extra Time Indonesia,Extra Time Indonesia,12
Gibran Rak Piring Rak perkakas,Gibran Rak Piring Rak perkakas,12
2045 TV,2045 TV,12
@ProfYL_Henuk(Partner BIBI Thien),@ProfYL_Henuk(Partner BIBI Thien),12
Bryan Dodd,Bryan Dodd,12
Hazel Torrie,Hazel Torrie,12
"Arjuna Sky Kok (?, ⚡)","Arjuna Sky Kok (?, ⚡)",12
Mardani Ali Sera,Mardani Ali Sera,12
tvOnenews,tvOnenews,12
alya,alya,12
ganjarpranowoTr,ganjarpranowoTr,9
Info Jateng,Info Jateng,9
The Conversation Indonesia,The Conversation Indonesia,9
gerindra,gerindra,7
Don Muzakir,Don Muzakir,7
gibran_rakabumi,gibran_rakabumi,7
gibran_tweet,gibran_tweet,7
Novi78,Novi78,7
Goytiom Efrem,Goytiom Efrem,7
Generasi Muda NU,Generasi Muda NU,12
hasratsenja,hasratsenja,7
Veronica Kim ?,Veronica Kim ?,7
Ayu.,Ayu.,7
Mas Dar,Mas Dar,7
Kiseeki,Kiseeki,7
Bali United FC,Bali United FC,4
Eko Kuntadhi,Eko Kuntadhi,7
Ambrosius Mulait,Ambrosius Mulait,7
Helda Shahab,Helda Shahab,7
SAT SET,SAT SET,7
APTX4869,APTX4869,7
ZULkifli Hasan,ZULkifli Hasan,7
FADLI ZON (Youtube: Fadli Zon Official),FADLI ZON (Youtube: Fadli Zon Official),7
Prabowo Subianto,Prabowo Subianto,7
IG AlifKamal13,IG AlifKamal13,7
Ganjar -Mahfud,Ganjar -Mahfud,7
Nicho Silalahi,Nicho Silalahi,7
Riskand,Riskand,7
Buya Eson,Buya Eson,7
Langit Mahameru,Langit Mahameru,7
Gusman,Gusman,7
M Eddy Soeparno,M Eddy Soeparno,7
someone,someone,7
ًZalindra?,ًZalindra?,7
Chaves,Chaves,7
Merr Magda,Merr Magda,7
Anton Kurniawan,Anton Kurniawan,7
Fey,Fey,7
KontraS,KontraS,7
key,key,7
PRABOWO GIBRAN MENANG SATU PUTARAN,PRABOWO GIBRAN MENANG SATU PUTARAN,7
Dahnil A Simanjuntak,Dahnil A Simanjuntak,7
Partai Gerindra,Partai Gerindra,7
Esteh_manis,Esteh_manis,7
Haekal Rasyid,Haekal Rasyid,7
Pejuang Pak Bowo,Pejuang Pak Bowo,7
Waktunya Indonesia Maju,Waktunya Indonesia Maju,7
ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),7
IG @endykurniawan,IG @endykurniawan,7
Aziz Ilham Aldhiaz,Aziz Ilham Aldhiaz,7
Optimus,Optimus,7
"#BebaskanFatiaHaris","#BebaskanFatiaHaris",7
Lex Wu,Lex Wu,7
bachrizal muqorobin,bachrizal muqorobin,7
Ari3Pras ☯️,Ari3Pras ☯️,7
KRMT,KRMT,7
???????????_☝?,???????????_☝?,11
Rendy 幸,Rendy 幸,7
тєкα тєкι ѕιℓαηg,тєкα тєкι ѕιℓαηg,8
?,?,7
Brigadir JM,Brigadir JM,7
D.Wijaya,D.Wijaya,7
Mulyadi_Adi__,Mulyadi_Adi__,7
Gus Arifin,Gus Arifin,7
Arief Poyuono,Arief Poyuono,7
Rinaldi Malimin,Rinaldi Malimin,7
saiful mujani,saiful mujani,8
Baliboy007 ❤️ Memecoin,Baliboy007 ❤️ Memecoin,7
Budiman Sudjatmiko (IG: kelasinspirasibudiman),Budiman Sudjatmiko (IG: kelasinspirasibudiman),7
K ? T E K ? ??,K ? T E K ? ??,7
Erlan Dewani Azis | Kadrun,Erlan Dewani Azis | Kadrun,7
Muhammad Eko Prasetyo,Muhammad Eko Prasetyo,7
Andre Bangun,Andre Bangun,7
Rahmat Diantara,Rahmat Diantara,7
ʂʅαɱҽƚ?,ʂʅαɱҽƚ?,7
Michel Adam,Michel Adam,7
gibran_tweetTra,gibran_tweetTra,9
Jawa Pos Radar Solo,Jawa Pos Radar Solo,9
YoshY,YoshY,9
αchzαm prαвu,αchzαm prαвu,9
raraa?,raraa?,9
KARINA Drama Queen,KARINA Drama Queen,9
Pudji W Rahardjo,Pudji W Rahardjo,9
RakyatBekasi.Com,RakyatBekasi.Com,9
hary_tanoe,hary_tanoe,12
Buletin iNews GTV,Buletin iNews GTV,12
herry_zudianto,herry_zudianto,6
idextratime,idextratime,0
imanlagi,imanlagi,11
Adalah????,Adalah????,11
?????,?????,11
indikatorcoid,indikatorcoid,4
islah_bahrawi,islah_bahrawi,8
jokowi,jokowi,8
Anak ogi,Anak ogi,4
Sekretariat Kabinet,Sekretariat Kabinet,8
Radio Elshinta,Radio Elshinta,8
Bima Prawira Utama,Bima Prawira Utama,8
Nadirsyah Hosen,Nadirsyah Hosen,8
dr. Andi Khomeini Takdir,dr. Andi Khomeini Takdir,8
Herwin,Herwin,8
NdrewsTjan®️,NdrewsTjan®️,8
DPP Projo,DPP Projo,8
Yurisa Agustina Samosir,Yurisa Agustina Samosir,8
jokowiTranslate,jokowiTranslate,9
Pandji Pragiwaksono,Pandji Pragiwaksono,9
kaesangp,kaesangp,4
kedaipenacomTra,kedaipenacomTra,10
KedaiPenaCom,KedaiPenaCom,10
kementan,kementan,4
kikysaputrii,kikysaputrii,11
Gibran,Gibran,11
