Id,Label,Cluster
Yuki Prisma Anastasya ?,Yuki Prisma Anastasya ?,3
Neo Historia Indonesia,Neo Historia Indonesia,3
NasDem,NasDem,0
Niko Efriza Marplin,Niko Efriza Marplin,0
Reza ZT,Reza ZT,0
PDI_Perjuangan,PDI_Perjuangan,1
Dini PoedjiHardianti ??,Dini PoedjiHardianti ??,2
narkosun,narkosun,1
A Muhaimin Iskandar,A Muhaimin Iskandar,4
inilahcom,inilahcom,1
???? ??????™,???? ??????™,1
Nella G Tobing,Nella G Tobing,1
"DMS 102,7 FM Ambon","DMS 102,7 FM Ambon",1
mas NO pasukan penguin,mas NO pasukan penguin,1
PDemokrat,PDemokrat,2
Agus Harimurti Yudhoyono (AHY),Agus Harimurti Yudhoyono (AHY),2
Rulie Maulana,Rulie Maulana,2
PKSejahtera,PKSejahtera,0
Gus Choy Markochoy ??,Gus Choy Markochoy ??,0
Eva Sri Diana Chaniago,Eva Sri Diana Chaniago,0
PTPAL_INDONESIA,PTPAL_INDONESIA,3
Pak_JK,Pak_JK,2
Billyariez,Billyariez,2
Teddy Gusnaidi,Teddy Gusnaidi,2
Paltiwest,Paltiwest,1
Denny Siregar,Denny Siregar,1
peter hari,peter hari,1
PartaiSocmed,PartaiSocmed,3
"#Uyok","#Uyok",3
aribowo santosa,aribowo santosa,3
Poltek_UnhanRI,Poltek_UnhanRI,3
Prabowo,Prabowo,2
hariqo satria,hariqo satria,2
Miss Tweet |,Miss Tweet |,2
DPP PAN,DPP PAN,2
Seputar AHY,Seputar AHY,2
Erick Thohir,Erick Thohir,2
Prasthama_,Prasthama_,14
Rendi Muhammad,Rendi Muhammad,14
Puspen_TNI,Puspen_TNI,3
Dumdum,Dumdum,3
Jhon Sitorus,Jhon Sitorus,1
SBYudhoyono,SBYudhoyono,2
SumitroYoel,SumitroYoel,4
yu sing,yu sing,4
Lorong Waktu,Lorong Waktu,4
King Purwa,King Purwa,4
b i l i ?,b i l i ?,4
Joel Picard,Joel Picard,4
TwitterID,TwitterID,12
Mahfud MD,Mahfud MD,12
kopigama (Komunikasi Pencinta Ganjar Mahfud),kopigama (Komunikasi Pencinta Ganjar Mahfud),12
UbahBareng,UbahBareng,0
Iman Sjafei ?,Iman Sjafei ?,0
VOICE OF PKB,VOICE OF PKB,0
Unhan_RI,Unhan_RI,3
YLBHI,YLBHI,2
Andreas Harsono,Andreas Harsono,2
KBR,KBR,2
YouTube,YouTube,6
Nur Hidayat Sardini,Nur Hidayat Sardini,6
Nurdin Hasan,Nurdin Hasan,6
TribunBanten.com,TribunBanten.com,6
YouTubeTranslat,YouTubeTranslat,6
Jimly Asshiddiqie,Jimly Asshiddiqie,6
Imam Shamsi Ali,Imam Shamsi Ali,6
Patra M Zen,Patra M Zen,6
Yurissa_Samosir,Yurissa_Samosir,5
_TNIAL_,_TNIAL_,3
_TNIAU,_TNIAU,3
aagym,aagym,4
DPP PKB,DPP PKB,0
abdelachrian,abdelachrian,4
Anies Rasyid Baswedan,Anies Rasyid Baswedan,4
Bilal I E Riselio,Bilal I E Riselio,4
adityawilly,adityawilly,0
Partai NasDem,Partai NasDem,0
alaihomgambreng,alaihomgambreng,4
aniesbaswe,aniesbaswe,2
frans simo,frans simo,2
aniesbaswedan,aniesbaswedan,0
EGI HAW,EGI HAW,2
nephilaXmus,nephilaXmus,2
Irvi Aini 林筱琳,Irvi Aini 林筱琳,1
Elisa,Elisa,0
DPP PKS,DPP PKS,0
Roy Murtadho,Roy Murtadho,2
Shinta Effendi,Shinta Effendi,0
People Power,People Power,0
Chairol Yoi,Chairol Yoi,0
Nanti Kita Sambat Tentang Hari Ini,Nanti Kita Sambat Tentang Hari Ini,0
"#99","#99",4
itbyhld,itbyhld,0
Txt dari Kuliner ??,Txt dari Kuliner ??,0
Agung prihatna,Agung prihatna,0
Dosen Kesayanganmu,Dosen Kesayanganmu,1
???? ????? ?✨,???? ????? ?✨,1
Akbar Faizal,Akbar Faizal,0
ajengcute16,ajengcute16,0
Warih Aji Pamungkas,Warih Aji Pamungkas,1
Fandika Okdiba,Fandika Okdiba,2
Ahmad Syaikhu,Ahmad Syaikhu,0
Erasmus Napitupulu,Erasmus Napitupulu,1
Ida ??,Ida ??,0
Alanda Kariza,Alanda Kariza,0
Rendra Prasetya,Rendra Prasetya,0
Monica,Monica,0
AKBAR RIFKY,AKBAR RIFKY,0
Iqbal Farabi ??,Iqbal Farabi ??,1
Muhammad Amrullah,Muhammad Amrullah,0
MHD,MHD,0
Budi Kurniawan,Budi Kurniawan,0
LANGKAH ANIES Serius Tenang Tuntas,LANGKAH ANIES Serius Tenang Tuntas,0
Allan Nairn,Allan Nairn,2
medcom_id,medcom_id,1
Pendukung Anies,Pendukung Anies,0
SiPeNutur,SiPeNutur,0
suaradotcom,suaradotcom,1
Cecep Kholiludin,Cecep Kholiludin,0
Marlina ▪︎ mawar ?,Marlina ▪︎ mawar ?,0
"#AMINajadulu","#AMINajadulu",0
Mc Magel,Mc Magel,0
REZIM TAMAK PASTI JATUH,REZIM TAMAK PASTI JATUH,0
??Pocut Sarina Kawom? ?,??Pocut Sarina Kawom? ?,0
Stevaniehuangg,Stevaniehuangg,0
Zzzeen,Zzzeen,0
? ??? | ?? ????? ???????,? ??? | ?? ????? ???????,0
akhmad sahal,akhmad sahal,4
Sigit D. Wisnu,Sigit D. Wisnu,0
Official NusantaraTv,Official NusantaraTv,0
Fortis Est Veritas,Fortis Est Veritas,4
Ahmad Rizky M. Umar,Ahmad Rizky M. Umar,0
Coach Axdwin?Indonesia ??,Coach Axdwin?Indonesia ??,0
Katadata.co.id,Katadata.co.id,2
Charles Meikyansah,Charles Meikyansah,0
Abdurrahim Arsyad,Abdurrahim Arsyad,0
Angga PF,Angga PF,0
Salim A. Fillah,Salim A. Fillah,0
Fraksi PKS DPR RI,Fraksi PKS DPR RI,0
Indonesia Lawyers Club,Indonesia Lawyers Club,1
Muhammad Said Didu,Muhammad Said Didu,1
pandawalima,pandawalima,0
DPC PKB JAKARTA SELATAN,DPC PKB JAKARTA SELATAN,0
Lambe Waras,Lambe Waras,0
MasBRO ?🫶,MasBRO ?🫶,0
Zainul Munasichin,Zainul Munasichin,0
Bagus Muljadi,Bagus Muljadi,0
Usamah Abdul Aziz,Usamah Abdul Aziz,0
"Angger Putranto, And","Angger Putranto, And",1
Jibran Najib Sajid,Jibran Najib Sajid,0
Dede Budhyarto,Dede Budhyarto,1
Feri Susanto,Feri Susanto,0
HAJILOS,HAJILOS,0
Andri Munajat,Andri Munajat,0
Erdi Pratama,Erdi Pratama,0
Fahmi ???,Fahmi ???,0
Ali Lubis,Ali Lubis,0
Call Me : Bur ?,Call Me : Bur ?,1
Hasbil Mustaqim Lubis,Hasbil Mustaqim Lubis,0
Cut Fadilah,Cut Fadilah,0
Sutami Bakri,Sutami Bakri,0
Rangga,Rangga,0
Anas Ismail,Anas Ismail,1
Indra J Piliang ?️??,Indra J Piliang ?️??,2
Fauzan Al-Rasyid,Fauzan Al-Rasyid,2
Mazzini,Mazzini,3
UpD,UpD,0
Sir Gun,Sir Gun,0
OLVAH ALHAMID - CALON MENTERI ?? AAMIIN3X,OLVAH ALHAMID - CALON MENTERI ?? AAMIIN3X,0
Difabilitas/NoPecundang.,Difabilitas/NoPecundang.,0
Ubah Bareng,Ubah Bareng,0
kumparan,kumparan,2
tempo.co,tempo.co,2
Dokter Tifa,Dokter Tifa,0
DPN BALAD AMIN,DPN BALAD AMIN,0
¥@N'$,¥@N'$,0
Yoel K. Sumitro ?,Yoel K. Sumitro ?,0
BP™,BP™,4
Lalu Suryade,Lalu Suryade,0
Ronnie H. Rusli. MS. PhD.,Ronnie H. Rusli. MS. PhD.,2
Papa Loren,Papa Loren,0
Rachman Adja ?,Rachman Adja ?,0
kang herry z,kang herry z,0
f.,f.,0
iidideal,iidideal,0
?? Yanti ??,?? Yanti ??,1
Sergiyuuu,Sergiyuuu,0
Pak D,Pak D,0
Tukang Sayur,Tukang Sayur,0
Dharul Fitrah,Dharul Fitrah,2
Ratna Juwita Sari,Ratna Juwita Sari,0
Pemburu Kecil,Pemburu Kecil,0
MasBRO,MasBRO,0
Dyna Trian Dewi,Dyna Trian Dewi,0
Abdilla,Abdilla,0
Muhammad Assaewad,Muhammad Assaewad,7
Bang Andi | Abul Muzaffar,Bang Andi | Abul Muzaffar,0
Guinevere,Guinevere,0
DEWO LUCKY ||,DEWO LUCKY ||,0
?️bah ?️ℹ️aⓂ️an,?️bah ?️ℹ️aⓂ️an,0
Risky parmana Putra,Risky parmana Putra,0
Jarnas Beraksi,Jarnas Beraksi,0
"Dr Sugih Haryati, SH, M.Kn","Dr Sugih Haryati, SH, M.Kn",0
F_Fathur (journalist) F3Stragic ?? ??,F_Fathur (journalist) F3Stragic ?? ??,0
iw,iw,0
Hanum Salsabiela Rais,Hanum Salsabiela Rais,2
Imre Nagi #AsalBukanPrabowo,Imre Nagi #AsalBukanPrabowo,1
nok!,nok!,0
Fulto27☕,Fulto27☕,0
ET Hadi Saputra,ET Hadi Saputra,1
Gerilyawan Kota,Gerilyawan Kota,0
pradipta rex | Love #JKT4812Generation,pradipta rex | Love #JKT4812Generation,0
coba coba budi,coba coba budi,0
DwiOktariyadi,DwiOktariyadi,0
opooposihsi007,opooposihsi007,0
Dul Kroak ,Dul Kroak ,0
Anies Mania,Anies Mania,3
Bayo Suti,Bayo Suti,0
The Panturas,The Panturas,1
Taufik Akang,Taufik Akang,0
Gita,Gita,0
Grady Nagara,Grady Nagara,0
Indra Charismiadji,Indra Charismiadji,0
Garda Pemuda NasDem,Garda Pemuda NasDem,0
Ivoox Indonesia,Ivoox Indonesia,0
Imre Nagi,Imre Nagi,0
Färīz Alniézār,Färīz Alniézār,0
relawanamin2024,relawanamin2024,0
Master of Puppets????,Master of Puppets????,0
AREA JULID,AREA JULID,1
Mister Bayam,Mister Bayam,0
Dedy Nur,Dedy Nur,1
La Arpan,La Arpan,0
',',0
Republika.co.id,Republika.co.id,0
yshmne??,yshmne??,0
Ferry Koto,Ferry Koto,0
LilisMbokEwett,LilisMbokEwett,0
aniesbaswedanTr,aniesbaswedanTr,8
:),:),8
Katak Pembina 走れ包,Katak Pembina 走れ包,8
ArahSalahBaru ?️,ArahSalahBaru ?️,8
aniesbubble,aniesbubble,0
Kompas.com,Kompas.com,4
nTo,nTo,0
aniesmania,aniesmania,3
bahlillahadalia,bahlillahadalia,2
MuslikhM,MuslikhM,2
basuki_btp,basuki_btp,1
Yunantyo Yas,Yunantyo Yas,1
Fersau D. caltin,Fersau D. caltin,1
Blontank Poër ™,Blontank Poër ™,1
Ary Prasetyo,Ary Prasetyo,1
bawaslu_RI,bawaslu_RI,5
kopididid,kopididid,5
banyuwangi.viva.co.id,banyuwangi.viva.co.id,5
MUSTOFA NAHRA,MUSTOFA NAHRA,5
?????????????™,?????????????™,5
bengkeldodo,bengkeldodo,2
??,??,2
Jihadi Jaksel ??,Jihadi Jaksel ??,2
Nana,Nana,2
berlianidris,berlianidris,4
budimandjatmiko,budimandjatmiko,2
Septian Raharjo,Septian Raharjo,2
cakimiNOW,cakimiNOW,0
DPC PKB JEMBER,DPC PKB JEMBER,0
barbut,barbut,0
Idham Arsyad,Idham Arsyad,0
DANIEL JOHAN,DANIEL JOHAN,0
ANTI DINASTI,ANTI DINASTI,0
jenana,jenana,0
??????? | Free Palestine ??,??????? | Free Palestine ??,0
Reggy,Reggy,4
Dimas Fadhil Fikri,Dimas Fadhil Fikri,0
andreas marbun,andreas marbun,2
Ayang Utriza Yakin,Ayang Utriza Yakin,0
Zen RS,Zen RS,1
Fajar Nugros,Fajar Nugros,0
ABDUL HALIM ISKANDAR,ABDUL HALIM ISKANDAR,0
gus cak imiw,gus cak imiw,0
Sutan Mangara Harahap,Sutan Mangara Harahap,0
Mahmud Syaltout,Mahmud Syaltout,0
Rakhmat Gunawan,Rakhmat Gunawan,0
Luluk Hamidah,Luluk Hamidah,0
DPW PKB JAWA TIMUR,DPW PKB JAWA TIMUR,0
janetez???,janetez???,0
Adam Susanoo,Adam Susanoo,0
bee,bee,0
Zakki,Zakki,0
•ᴗ•,•ᴗ•,0
Rumail Abbas,Rumail Abbas,1
لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,0
JST,JST,0
TriyanTyan ❼,TriyanTyan ❼,0
Baskara Putra / Hindia,Baskara Putra / Hindia,0
LibraLuv❤️,LibraLuv❤️,0
Farida Farichah,Farida Farichah,0
Bumi Nusantara,Bumi Nusantara,0
DinamitBMW,DinamitBMW,0
Reswara Syailendra,Reswara Syailendra,0
ARIE KRITING,ARIE KRITING,0
? ⱼᵤₛₜᵢₖₐ?,? ⱼᵤₛₜᵢₖₐ?,0
"#Radesa","#Radesa",0
Pujo Jati,Pujo Jati,0
Lilimon,Lilimon,0
sidiq ???,sidiq ???,4
Januar the sinner ??,Januar the sinner ??,1
Ramin (R - AMIN),Ramin (R - AMIN),0
Fraksi PKB DPR RI,Fraksi PKB DPR RI,0
PresidenBekas,PresidenBekas,0
222 Mountains For Palestine,222 Mountains For Palestine,0
Dyah,Dyah,0
Iis Kuraesin,Iis Kuraesin,0
po_afo,po_afo,0
The Killing Joke ?,The Killing Joke ?,0
AMIN NOMOR 1,AMIN NOMOR 1,0
HANSMA'RUF,HANSMA'RUF,0
Yon 06,Yon 06,0
Sendhal Jepit,Sendhal Jepit,0
m waliyul hakim,m waliyul hakim,0
"#NTB_INDONESIA❤??????","#NTB_INDONESIA❤??????",0
Mas Alfin Chusnul,Mas Alfin Chusnul,0
Monata,Monata,0
Teguh_Sejati,Teguh_Sejati,0
@MangElonBageur,@MangElonBageur,0
Maghfuri Ridlwan,Maghfuri Ridlwan,0
zidane ????,zidane ????,0
tong_sologoto™,tong_sologoto™,0
????? ??????? ????????,????? ??????? ????????,0
Salman Al Farizi,Salman Al Farizi,0
Christopher Jaya Wiguna,Christopher Jaya Wiguna,0
Sukma ????,Sukma ????,0
Kopi_robusta,Kopi_robusta,0
Farid,Farid,0
Taufik Nurrohim,Taufik Nurrohim,0
Ricky Habibulloh,Ricky Habibulloh,0
Arina Yasmine,Arina Yasmine,0
??????? ?? Free Palestine,??????? ?? Free Palestine,0
Bosman Batubara,Bosman Batubara,0
tatak ujiyati,tatak ujiyati,0
Olivia Nieke Yuliane,Olivia Nieke Yuliane,0
juanjune1998,juanjune1998,0
Ricky Garing,Ricky Garing,0
Yasir Muhammad,Yasir Muhammad,0
friezchka,friezchka,0
FIGHTER FOR LIFE,FIGHTER FOR LIFE,0
Agus AS,Agus AS,0
Putra Erlangga??,Putra Erlangga??,0
Romitsu Top,Romitsu Top,0
ngehe,ngehe,1
maga laksana,maga laksana,0
SyabillalNovian ☕,SyabillalNovian ☕,0
berharap perubahan,berharap perubahan,5
AyatuArmad,AyatuArmad,0
maulana,maulana,0
°•°•°•°•°•°•°,°•°•°•°•°•°•°,0
Satu Sobat Yang Setia,Satu Sobat Yang Setia,0
agungtri,agungtri,0
arie putra,arie putra,0
TIRTA,TIRTA,5
Institute for Essential Services Reform,Institute for Essential Services Reform,2
Trend Asia,Trend Asia,1
Yepry Rinaldi ~ Banten,Yepry Rinaldi ~ Banten,0
Riefat Dhaniswara,Riefat Dhaniswara,0
Anggara Natura,Anggara Natura,0
Agus,Agus,0
Aslam,Aslam,0
Backpacker Indonesia,Backpacker Indonesia,0
Sukitman Sudjatmiko,Sukitman Sudjatmiko,0
Nurse ?,Nurse ?,0
cakimiNOWTran,cakimiNOWTran,0
cakimiNOWTransl,cakimiNOWTransl,0
abahe naila,abahe naila,0
cakiminow,cakiminow,0
dahlan_muhidin,dahlan_muhidin,1
defend_id,defend_id,3
ekowboy2,ekowboy2,5
elisa_jkt,elisa_jkt,4
erickthohir,erickthohir,3
Korban Ceklist Satu,Korban Ceklist Satu,3
Republik Cyber Projo ??,Republik Cyber Projo ??,3
ernestprakasa,ernestprakasa,4
fatihandika,fatihandika,4
ganjar_pranowo,ganjar_pranowo,2
Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,1
ganjarpranow,ganjarpranow,1
Arsjad Rasjid,Arsjad Rasjid,1
ganjarpranowo,ganjarpranowo,1
SINDOnews,SINDOnews,1
Okezone,Okezone,1
iNews,iNews,1
SeputariNewsRCTI,SeputariNewsRCTI,1
Ganjar-Mahfud Menang,Ganjar-Mahfud Menang,1
Salsa manise,Salsa manise,1
Cyril Raoul Hakim,Cyril Raoul Hakim,1
Bang Acan,Bang Acan,1
GUSTAVO BERRIO HERRE,GUSTAVO BERRIO HERRE,1
TRENDING ISSUE,TRENDING ISSUE,1
De Houtman,De Houtman,1
Ganjar-Mahfud App,Ganjar-Mahfud App,1
BOSS GANJAR OFFICIAL,BOSS GANJAR OFFICIAL,1
arryanea,arryanea,1
DPP PPP,DPP PPP,1
AP | Ganyu Main ❄️?✨,AP | Ganyu Main ❄️?✨,1
iNews.id,iNews.id,1
SERUAN H7,SERUAN H7,1
E I L I T H I A,E I L I T H I A,1
????? ???? ??,????? ???? ??,1
Pakar INTELek,Pakar INTELek,1
Sidhant Singh Rajput,Sidhant Singh Rajput,1
Kr1sN4 Ad1,Kr1sN4 Ad1,1
Jeni_Ly again,Jeni_Ly again,1
आर्य,आर्य,1
Marhaenis Muhammadiyah,Marhaenis Muhammadiyah,1
sumantri suwarno,sumantri suwarno,1
d o c t o r f a b r e ??,d o c t o r f a b r e ??,1
RCTI+,RCTI+,1
Ken Hans ??,Ken Hans ??,1
Jax,Jax,1
TPN Ganjar Mahfud,TPN Ganjar Mahfud,1
Abigail,Abigail,1
Adjis,Adjis,1
b3'doel,b3'doel,1
Sam Setiawan,Sam Setiawan,1
zhil,zhil,1
Bulan,Bulan,1
???F꙯A꙯???,???F꙯A꙯???,2
Den maséh ngopi ?,Den maséh ngopi ?,1
elang chatulistiwa,elang chatulistiwa,1
❤️ Negeriku ??,❤️ Negeriku ??,1
Santorini☀️♌?,Santorini☀️♌?,1
Tn Muda,Tn Muda,1
Selalu ceria ?,Selalu ceria ?,1
Partai Demokrat Wonogiri,Partai Demokrat Wonogiri,1
Lintas iNews MNCTV,Lintas iNews MNCTV,1
? ????????? ? ? ?,? ????????? ? ? ?,1
Aŕries Reborn,Aŕries Reborn,1
Fuad L,Fuad L,1
Kopi(π) Sutra,Kopi(π) Sutra,1
Tondi,Tondi,1
Rumah Aspirasi Ganjar Mahfud,Rumah Aspirasi Ganjar Mahfud,1
joncy Jonacta,joncy Jonacta,1
Komisi Wasit,Komisi Wasit,1
PDI Perjuangan,PDI Perjuangan,1
Faza Meonk,Faza Meonk,1
Extra Time Indonesia,Extra Time Indonesia,1
Gibran Rak Piring Rak perkakas,Gibran Rak Piring Rak perkakas,1
2045 TV,2045 TV,1
@ProfYL_Henuk(Partner BIBI Thien),@ProfYL_Henuk(Partner BIBI Thien),1
Bryan Dodd,Bryan Dodd,1
Hazel Torrie,Hazel Torrie,1
"Arjuna Sky Kok (?, ⚡)","Arjuna Sky Kok (?, ⚡)",1
Mardani Ali Sera,Mardani Ali Sera,1
tvOnenews,tvOnenews,1
alya,alya,1
ganjarpranowoTr,ganjarpranowoTr,7
Info Jateng,Info Jateng,7
The Conversation Indonesia,The Conversation Indonesia,7
gerindra,gerindra,2
Don Muzakir,Don Muzakir,2
gibran_rakabumi,gibran_rakabumi,2
gibran_tweet,gibran_tweet,2
Novi78,Novi78,2
Goytiom Efrem,Goytiom Efrem,2
Generasi Muda NU,Generasi Muda NU,1
hasratsenja,hasratsenja,2
Veronica Kim ?,Veronica Kim ?,2
Ayu.,Ayu.,2
Mas Dar,Mas Dar,2
Kiseeki,Kiseeki,2
Bali United FC,Bali United FC,3
Eko Kuntadhi,Eko Kuntadhi,2
Ambrosius Mulait,Ambrosius Mulait,2
Helda Shahab,Helda Shahab,2
SAT SET,SAT SET,2
APTX4869,APTX4869,2
ZULkifli Hasan,ZULkifli Hasan,2
FADLI ZON (Youtube: Fadli Zon Official),FADLI ZON (Youtube: Fadli Zon Official),2
Prabowo Subianto,Prabowo Subianto,2
IG AlifKamal13,IG AlifKamal13,2
Ganjar -Mahfud,Ganjar -Mahfud,2
Nicho Silalahi,Nicho Silalahi,2
Riskand,Riskand,2
Buya Eson,Buya Eson,2
Langit Mahameru,Langit Mahameru,2
Gusman,Gusman,2
M Eddy Soeparno,M Eddy Soeparno,2
someone,someone,2
ًZalindra?,ًZalindra?,2
Chaves,Chaves,2
Merr Magda,Merr Magda,2
Anton Kurniawan,Anton Kurniawan,2
Fey,Fey,2
KontraS,KontraS,2
key,key,2
PRABOWO GIBRAN MENANG SATU PUTARAN,PRABOWO GIBRAN MENANG SATU PUTARAN,2
Dahnil A Simanjuntak,Dahnil A Simanjuntak,2
Partai Gerindra,Partai Gerindra,2
Esteh_manis,Esteh_manis,2
Haekal Rasyid,Haekal Rasyid,2
Pejuang Pak Bowo,Pejuang Pak Bowo,2
Waktunya Indonesia Maju,Waktunya Indonesia Maju,2
ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),2
IG @endykurniawan,IG @endykurniawan,2
Aziz Ilham Aldhiaz,Aziz Ilham Aldhiaz,2
Optimus,Optimus,2
"#BebaskanFatiaHaris","#BebaskanFatiaHaris",2
Lex Wu,Lex Wu,2
bachrizal muqorobin,bachrizal muqorobin,2
Ari3Pras ☯️,Ari3Pras ☯️,2
KRMT,KRMT,2
???????????_☝?,???????????_☝?,4
Rendy 幸,Rendy 幸,2
тєкα тєкι ѕιℓαηg,тєкα тєкι ѕιℓαηg,2
?,?,2
Brigadir JM,Brigadir JM,2
D.Wijaya,D.Wijaya,2
Mulyadi_Adi__,Mulyadi_Adi__,2
Gus Arifin,Gus Arifin,2
Arief Poyuono,Arief Poyuono,2
Rinaldi Malimin,Rinaldi Malimin,2
saiful mujani,saiful mujani,2
Baliboy007 ❤️ Memecoin,Baliboy007 ❤️ Memecoin,2
Budiman Sudjatmiko (IG: kelasinspirasibudiman),Budiman Sudjatmiko (IG: kelasinspirasibudiman),2
K ? T E K ? ??,K ? T E K ? ??,2
Erlan Dewani Azis | Kadrun,Erlan Dewani Azis | Kadrun,2
Muhammad Eko Prasetyo,Muhammad Eko Prasetyo,2
Andre Bangun,Andre Bangun,2
Rahmat Diantara,Rahmat Diantara,2
ʂʅαɱҽƚ?,ʂʅαɱҽƚ?,2
Michel Adam,Michel Adam,2
gibran_tweetTra,gibran_tweetTra,2
Jawa Pos Radar Solo,Jawa Pos Radar Solo,2
YoshY,YoshY,2
αchzαm prαвu,αchzαm prαвu,2
raraa?,raraa?,2
KARINA Drama Queen,KARINA Drama Queen,2
Pudji W Rahardjo,Pudji W Rahardjo,2
RakyatBekasi.Com,RakyatBekasi.Com,2
hary_tanoe,hary_tanoe,1
Buletin iNews GTV,Buletin iNews GTV,1
herry_zudianto,herry_zudianto,0
idextratime,idextratime,5
imanlagi,imanlagi,4
Adalah????,Adalah????,4
?????,?????,4
indikatorcoid,indikatorcoid,4
islah_bahrawi,islah_bahrawi,1
jokowi,jokowi,2
Anak ogi,Anak ogi,3
Sekretariat Kabinet,Sekretariat Kabinet,1
Radio Elshinta,Radio Elshinta,2
Bima Prawira Utama,Bima Prawira Utama,2
Nadirsyah Hosen,Nadirsyah Hosen,2
dr. Andi Khomeini Takdir,dr. Andi Khomeini Takdir,2
Herwin,Herwin,2
NdrewsTjan®️,NdrewsTjan®️,2
DPP Projo,DPP Projo,2
Yurisa Agustina Samosir,Yurisa Agustina Samosir,2
jokowiTranslate,jokowiTranslate,2
Pandji Pragiwaksono,Pandji Pragiwaksono,2
kaesangp,kaesangp,3
kedaipenacomTra,kedaipenacomTra,15
KedaiPenaCom,KedaiPenaCom,15
kementan,kementan,3
kikysaputrii,kikysaputrii,4
Gibran,Gibran,4
